"logFC","logCPM","PValue","FDR","ENTREZID","SYMBOL","GENENAME"
-0.497055294526108,2.68840880966198,0.00265472313822158,0.0273196441126741,"16105",NA,NA
-0.834603945623471,4.05115800102743,0.0017321029951744,0.0198707823648002,"16120",NA,NA
-0.546769358041453,5.46286794318416,0.000122362509953455,0.00225771597418132,"16141",NA,NA
-1.18120864015316,3.62208967189482,1.67073086014074e-06,5.06729584098094e-05,"16209",NA,NA
-0.997876847988784,1.69317058493177,0.000797587365363648,0.0107671952611334,"16262",NA,NA
-3.49214033326722,2.62640529003629,4.78151278867429e-09,2.52705698877292e-07,"16289",NA,NA
0.666202041435314,0.877123850251189,0.00359537396785564,0.0345847897577411,"16308",NA,NA
-0.594352154226753,5.19842784731658,7.52900331721185e-05,0.00148960229141739,"16322",NA,NA
-1.3798051249208,4.85018491445588,2.20756882920653e-08,1.0074354273639e-06,"16405",NA,NA
0.538693508204806,4.02883446821411,0.00302950878065295,0.0303082710475245,"16448",NA,NA
-1.66407461702827,2.82532389454027,5.00371352999451e-05,0.00104198708382766,"16512",NA,NA
-0.451407960277306,6.22054785067976,0.00401619794304725,0.0374788890110989,"16557",NA,NA
-1.25305717412092,1.11385229532968,0.00223253740845144,0.0239617343698873,"16560",NA,NA
-0.967289978861388,5.73901184202844,0.00214470193511416,0.023225010592687,"16583",NA,NA
-1.61206398888222,4.77860529491982,3.51999315162201e-06,9.77350755504711e-05,"16626",NA,NA
0.438175164766634,8.01704871811381,0.00425891099090846,0.0390867719285372,"16627",NA,NA
-2.21709667863253,-0.127248733803289,7.72965889052851e-05,0.00152536358706653,"16724",NA,NA
-1.93891138169863,-2.12933904620239,0.00208624578790579,0.0227096546704328,"16729",NA,NA
0.578473706135775,6.55670989462969,0.000642763885832538,0.0089776073725942,"16736",NA,NA
0.562600603987975,8.42126029784328,0.000574784872262762,0.0082076423685223,"16742",NA,NA
-1.12098392485054,0.176702747598453,0.000775258089547679,0.0105462624134326,"16759",NA,NA
-7.9969476876817,4.39556195412232,1.08500030543186e-23,6.2360392554696e-20,"16760",NA,NA
0.59327506093259,5.94556061812259,0.00061730653173869,0.00869600316462775,"16788",NA,NA
0.424862790369387,5.38204490579876,0.00155173083572698,0.0181640997522217,"16791",NA,NA
0.687857395228058,7.7644350033405,0.000673551324619453,0.00931705472503081,"16901",NA,NA
-1.29441740245224,-0.798239281651914,0.000225898023828436,0.0037606050454857,"16964",NA,NA
-0.908449190480997,3.62784066696814,0.00042622397849927,0.0064170853082503,"17000",NA,NA
0.397860294957031,6.2689084369418,0.00557598482403395,0.0477437210817655,"17007",NA,NA
-1.02245058661564,2.30270394993933,4.36399681824868e-05,0.000925537701582446,"17015",NA,NA
-1.71539935881781,4.35767282680732,0.000390293142260231,0.00599788725973444,"17026",NA,NA
-1.69343064535037,10.2836841509227,1.14005826495616e-07,4.48033154040037e-06,"17035",NA,NA
-1.00328988341289,5.46148966104111,0.000341148383880575,0.00535278907161177,"17054",NA,NA
-0.929541614924478,4.78872713759741,6.59343088135559e-06,0.000174033267465402,"17055",NA,NA
-2.08470312559848,1.71752602235039,0.000282849031437776,0.00459230171804695,"17065",NA,NA
-1.06317013997027,-0.164619670659418,0.00320657983549441,0.0314770582485126,"17066",NA,NA
0.413389177613405,8.15436269962756,0.00168996799503911,0.0194944125468886,"17104",NA,NA
-1.91851305011383,2.51664844321525,6.11396113153385e-06,0.000161935445177377,"17127",NA,NA
-2.98109590450307,3.99237721966511,9.5505503880947e-10,5.85018362821454e-08,"17131",NA,NA
-1.14882213035353,5.4011904919917,8.1197722902815e-05,0.00159141999107904,"17135",NA,NA
-1.64094913001625,-1.47760970927328,9.94442051341599e-05,0.00189727989712393,"17138",NA,NA
-1.21348066236522,4.89693064366815,0.000785841852670005,0.0106587045385743,"17139",NA,NA
-4.22088777611056,0.84545562132292,5.14338858019763e-10,3.33088742137306e-08,"17202",NA,NA
